0, -40.0
1, -20.0
2, -33.333333333333336
3, -40.0
4, -36.0
5, -30.0
6, -27.142857142857142
7, -35.75
8, -32.888888888888886
9, -29.6
10, -32.18181818181818
11, -29.5
12, -27.23076923076923
13, -26.571428571428573
14, -24.8
15, -25.3125
16, -24.705882352941178
17, -23.333333333333332
18, -22.105263157894736
19, -27.0
20, -25.714285714285715
21, -24.545454545454547
22, -25.869565217391305
23, -27.458333333333332
24, -26.36
25, -25.346153846153847
26, -25.51851851851852
27, -26.0
28, -25.448275862068964
29, -25.466666666666665
30, -24.64516129032258
31, -24.5
32, -23.757575757575758
33, -23.205882352941178
34, -22.914285714285715
35, -23.0
36, -22.91891891891892
37, -22.31578947368421
38, -20.487179487179485
39, -19.6
40, -19.121951219512194
41, -18.785714285714285
42, -18.953488372093023
43, -18.0
44, -18.755555555555556
45, -18.347826086956523
46, -18.382978723404257
47, -17.6875
48, -17.3265306122449
49, -17.24
50, -17.50980392156863
51, -17.173076923076923
52, -16.90566037735849
53, -16.962962962962962
54, -17.745454545454546
55, -17.428571428571427
56, -17.12280701754386
57, -16.82758620689655
58, -16.54237288135593
59, -16.266666666666666
60, -16.0
61, -16.370967741935484
62, -16.746031746031747
63, -16.484375
64, -17.123076923076923
65, -17.015151515151516
66, -16.761194029850746
67, -17.323529411764707
68, -17.28985507246377
69, -17.042857142857144
70, -16.802816901408452
71, -16.708333333333332
72, -16.684931506849313
73, -16.594594594594593
74, -16.546666666666667
75, -16.32894736842105
76, -17.155844155844157
77, -16.935897435897434
78, -16.848101265822784
79, -16.8875
80, -17.0
81, -16.79268292682927
82, -16.746987951807228
83, -17.011904761904763
84, -16.96470588235294
85, -16.24418604651163
86, -17.436781609195403
87, -17.40909090909091
88, -17.10112359550562
89, -16.8
90, -17.967032967032967
91, -17.77173913043478
92, -17.9247311827957
93, -17.851063829787233
94, -17.66315789473684
95, -17.479166666666668
96, -17.350515463917525
97, -17.1734693877551
98, -17.353535353535353
99, -17.39
100, -17.217821782178216
101, -17.04901960784314
102, -17.106796116504853
103, -17.03846153846154
104, -16.876190476190477
105, -17.08490566037736
106, -16.925233644859812
107, -16.86111111111111
108, -17.091743119266056
109, -16.936363636363637
110, -17.53153153153153
111, -17.571428571428573
112, -17.68141592920354
113, -17.70175438596491
114, -17.88695652173913
115, -17.905172413793103
116, -17.752136752136753
117, -17.60169491525424
118, -17.50420168067227
