0, -40
1, 0
2, -60
3, -60
4, -20
5, 0
6, -10
7, -96
8, -10
9, 0
10, -58
11, 0
12, 0
13, -18
14, 0
15, -33
16, -15
17, 0
18, 0
19, -120
20, 0
21, 0
22, -55
23, -64
24, 0
25, 0
26, -30
27, -39
28, -10
29, -26
30, 0
31, -20
32, 0
33, -5
34, -13
35, -26
36, -20
37, 0
38, 49
39, 15
40, 0
41, -5
42, -26
43, 23
44, -52
45, 0
46, -20
47, 15
48, 0
49, -13
50, -31
51, 0
52, -3
53, -20
54, -60
55, 0
56, 0
57, 0
58, 0
59, 0
60, 0
61, -39
62, -40
63, 0
64, -58
65, -10
66, 0
67, -55
68, -15
69, 0
70, 0
71, -10
72, -15
73, -10
74, -13
75, 0
76, -80
77, 0
78, -10
79, -20
80, -26
81, 0
82, -13
83, -39
84, -13
85, 45
86, -120
87, -15
88, 10
89, 10
90, -123
91, 0
92, -32
93, -11
94, 0
95, 0
96, -5
97, 0
98, -35
99, -21
100, 0
101, 0
102, -23
103, -10
104, 0
105, -39
106, 0
107, -10
108, -42
109, 0
110, -83
111, -22
112, -30
113, -20
114, -39
115, -20
116, 0
117, 0
118, -6
119, -13
120, -5
121, -30
122, 0
123, 0
124, -60
125, -20
126, 0
127, -77
128, -60
129, 0
130, -58
131, -10
132, 0
133, -21
134, -13
135, -39
136, 0
137, 0
138, -40
139, 0
140, -42
141, -14
142, -32
143, -40
144, 0
145, 0
146, 130
147, -21
148, -42
149, 0
150, 81
151, 0
152, 0
153, -80
154, 10
155, -28
156, 33
157, -10
158, 0
159, 0
160, -80
161, 0
162, 0
163, 0
164, -10
165, -15
166, -10
167, 0
168, 0
169, -123
170, 0
171, -10
172, -12
173, -40
174, -20
175, -80
176, -8
177, -10
178, -77
179, -21
180, 0
181, -40
182, 0
183, -10
184, -29
185, -26
186, -20
187, 0
188, 0
189, -52
190, -83
191, -77
192, -80
193, -77
194, 0
195, -10
196, 15
197, -40
198, -40
199, -21
200, 0
201, 0
202, -32
203, -10
204, 21
205, 0
206, 0
207, -30
208, -15
209, -23
210, 0
211, -120
212, 0
213, 0
214, 0
215, 0
216, -120
217, 0
218, -5
219, 0
220, 0
221, 0
222, 30
223, 0
224, 0
225, 0
226, 0
227, -30
228, -10
229, 0
230, 0
231, 0
232, -5
233, -6
234, -60
235, -32
236, 0
237, -42
238, 0
239, 0
240, 0
241, 0
242, -39
243, -26
244, -23
245, 0
246, 26
247, 0
248, -39
249, -20
250, -7
251, -3
252, -15
253, -15
254, 0
255, 0
256, -39
257, -39
258, 0
259, -13
260, -160
261, -26
262, -20
263, 0
264, -10
265, 0
266, -16
267, 0
268, -10
269, 0
270, -3
271, -83
272, 0
273, 0
274, 0
275, 0
276, 87
277, 0
278, -30
279, -20
280, -52
281, -80
282, 0
283, -15
284, 0
285, 0
286, 0
287, -123
288, 0
289, -80
290, -7
291, -6
292, -29
293, 0
294, 0
295, 72
296, -16
297, 62
298, 0
299, 0
300, -30
301, -40
302, 0
303, 0
304, 0
305, 0
306, 0
307, -20
308, 0
309, -20
310, 0
311, -10
312, 0
313, -5
314, 0
315, 0
316, -13
317, -39
318, -10
319, 0
320, -29
321, -26
322, 15
323, -120
324, 33
325, 0
326, 0
327, 0
328, -13
329, 0
330, -26
331, 0
332, -10
333, 0
334, 0
335, 0
336, -20
337, 0
338, -60
339, -20
340, -22
341, -40
342, 0
343, -26
344, -10
345, 0
346, -29
347, 0
348, 0
349, 39
350, 0
351, -40
352, -20
353, -15
354, 0
355, 0
356, -31
357, -20
358, -123
359, -20
360, 0
361, -67
362, -5
363, -61
364, 0
365, -120
366, -83
367, -30
368, -30
369, 0
370, -28
371, -40
372, 0
373, -80
374, 10
375, -10
376, 0
377, -30
378, -14
379, 0
380, -5
381, 0
382, 0
383, 0
384, 0
385, 0
386, -7
387, 0
388, 0
389, 0
390, -39
391, -10
392, -39
393, 0
394, 0
395, 0
396, -80
397, 0
398, 0
399, 0
400, 0
401, -116
402, 0
403, 0
404, -31
405, 0
406, -20
407, -120
408, 0
409, -20
410, -21
411, 0
412, 0
413, -119
414, 0
415, -20
416, -10
417, 0
418, 0
419, -39
420, -20
421, -15
422, -10
423, -10
424, -20
425, 0
426, -20
427, -5
428, -10
429, -39
430, -80
431, -13
432, 0
433, 0
434, -10
435, 0
436, -40
437, -39
438, 10
439, 0
440, 0
441, -20
442, -39
443, -14
444, -10
445, -39
446, -120
447, -52
448, 0
449, -13
450, -26
451, -80
452, 0
453, 0
454, -10
455, -30
456, -58
457, -13
458, -61
459, -10
460, -6
461, 10
462, 0
463, 0
464, 0
465, 0
466, -40
467, -39
468, 0
469, 0
470, 0
471, -116
472, -7
473, -10
474, -116
475, -10
476, 0
477, -20
478, -26
479, -10
480, 0
481, 0
482, 0
483, -48
484, -10
485, -13
486, 0
487, -15
488, -116
489, -13
490, -21
491, 0
492, -30
493, 133
494, 0
495, -10
496, -10
497, 0
498, 0
499, 0
500, 0
501, -15
502, -15
503, -14
504, 0
505, 0
506, 0
507, -9
508, 0
509, 0
510, -20
511, 29
512, 0
513, 90
514, 0
515, 0
516, -10
517, -16
518, -42
519, -15
520, 0
521, 0
522, -30
523, 0
524, 0
525, -42
526, 10
527, -16
528, 0
529, 0
530, -38
531, 0
532, -40
533, 0
534, -32
535, 0
536, -13
537, -40
538, -10
539, 0
540, -52
541, 0
542, 0
543, -15
544, 0
545, 0
546, 0
547, -60
548, 0
549, 0
550, -120
551, -77
552, 0
553, 0
554, -10
555, -10
556, 0
557, -8
558, 0
559, 0
560, -52
561, -9
562, -120
563, -20
564, -7
565, 0
566, -40
567, -180
568, -21
569, -13
570, 0
571, -60
572, -58
573, -64
574, -15
575, -42
576, -89
577, -15
578, -10
579, 0
580, -15
581, 0
582, -52
583, -20
584, -21
585, 0
586, -30
587, -10
588, -123
589, -10
590, 0
591, -120
592, 0
593, -20
594, 0
595, 0
596, -80
597, 0
598, 42
599, -64
600, -15
601, 0
602, 0
603, 0
604, -31
605, 0
606, -26
607, -10
608, -26
609, 0
610, -58
611, -61
612, -10
613, -10
614, 0
615, -10
616, -42
617, -35
618, 0
619, -22
620, -10
621, -13
622, 0
623, 0
624, -20
625, -10
626, 0
627, -5
628, 0
629, -3
630, -26
631, -39
632, -120
633, -20
634, -13
635, 0
636, 0
637, -80
638, 0
639, -52
640, -15
641, -39
642, -7
643, -80
644, -30
645, -61
646, -10
647, 0
648, -15
649, -31
650, -15
651, -30
652, 10
653, -20
654, -8
655, -86
656, -39
657, -80
658, 0
659, -13
660, -52
661, -60
662, -10
663, -26
664, -15
665, -10
666, -14
667, -40
668, 0
669, 0
670, 0
671, -3
672, 0
673, -26
674, -80
675, 15
676, -61
677, 0
678, 0
679, -10
680, 0
681, -10
682, 0
683, -20
684, -48
685, -120
686, -20
687, 0
688, -6
689, 0
690, -30
691, 0
692, -18
693, 0
694, 0
695, 0
696, -60
697, -180
698, -20
699, 0
700, -10
701, 0
702, 0
703, 0
704, -10
705, -30
706, -60
707, 0
708, 0
709, -26
710, -30
711, -60
712, -80
713, 0
714, 10
715, -7
716, 0
717, -80
718, 77
719, -16
720, 0
721, 0
722, 0
723, -77
724, -11
725, -10
726, 0
727, -13
728, -40
729, 0
730, -22
731, -30
732, 0
733, -26
734, 0
735, 0
736, 0
737, 0
738, 0
739, 0
740, 0
741, 65
742, -39
743, 0
744, 0
745, 0
746, -80
747, -5
748, -12
749, -60
750, -26
751, 20
752, -26
753, 0
754, 0
755, -10
756, -5
757, -5
758, -20
759, 0
760, 0
761, 0
762, -30
763, 0
764, 0
765, 0
766, 30
767, -11
768, -20
769, -29
770, 0
771, 0
772, -5
773, 0
774, 0
775, 0
776, -23
777, -80
778, -40
779, 0
780, 0
781, 0
782, 0
783, -180
784, 10
785, -15
786, -39
787, 0
788, 0
789, 0
790, 0
791, -29
792, -20
793, -10
794, 20
795, 0
796, -33
797, 0
798, 0
799, -13
800, -22
801, -21
802, -240
803, -16
804, 0
805, -7
806, -20
807, -10
808, -120
809, 15
810, 0
811, 0
812, -4
813, -23
814, -20
815, -20
816, -30
817, -5
818, -26
819, 0
820, 0
821, 0
822, 0
823, 52
824, 15
825, -18
826, -31
827, -13
828, 0
829, 0
830, 0
831, 0
832, 0
833, -26
834, -39
835, -40
836, -43
837, -5
838, 10
839, -26
840, 0
841, 0
842, -39
843, 0
844, -80
845, -11
846, 0
847, -20
848, 0
849, -120
850, -15
851, 0
852, 0
853, 52
854, 0
855, -10
856, 0
857, 0
858, -77
859, 0
860, -42
861, 0
862, 0
863, -39
864, -64
865, 0
866, -15
867, -7
868, -10
869, -16
870, -20
871, -126
872, -83
873, 0
874, -5
875, -10
876, 52
877, -58
878, 0
879, 25
880, -15
881, 0
882, -41
883, -55
884, -39
885, 0
886, 0
887, -60
888, 0
889, -10
890, -21
891, -20
892, -8
893, -40
894, -30
895, 0
896, 0
897, -20
898, -21
899, 0
900, 0
901, -52
902, 0
903, -52
904, -8
905, 0
906, -15
907, -10
908, -5
909, 0
910, 0
911, 0
912, 0
913, 72
914, -15
915, 15
916, 0
917, -32
918, 0
919, -60
920, -40
921, -39
922, -30
923, -20
924, -52
925, -63
926, -16
927, -20
928, 0
929, -10
930, -10
931, -10
932, -30
933, 0
934, 15
935, 0
936, -41
937, 20
938, -29
939, -6
940, -126
941, 123
942, 0
943, 0
944, -82
945, -123
946, 30
947, 50
948, -10
949, 0
950, -39
951, -60
952, 0
953, -13
954, -26
955, -20
956, 0
957, -29
958, -125
959, -20
960, -20
961, -9
962, -54
963, 0
964, 0
965, 0
966, -52
967, -80
968, -10
969, -20
970, -15
971, -80
972, -10
973, -180
974, -15
975, 0
976, -10
977, -42
978, -83
979, -10
980, 0
981, 0
982, -40
983, 0
984, 0
985, -5
986, 0
987, -15
988, -22
989, -10
990, 0
991, -120
992, 0
993, -10
994, -26
995, -80
996, -32
997, 0
998, 0
999, -20
1000, -39
1001, -40
1002, 0
1003, 0
1004, 0
1005, 0
1006, 0
1007, 0
1008, 0
1009, -20
1010, -15
1011, 0
1012, 0
1013, 0
1014, 97
1015, -8
1016, 0
1017, 0
1018, -10
1019, 0
1020, -77
1021, 0
1022, -5
1023, -5
1024, -26
1025, 0
1026, 0
1027, -13
1028, -29
1029, 0
1030, -119
1031, -120
1032, -21
1033, -22
1034, 126
1035, 0
1036, 15
1037, -15
1038, 0
1039, -13
1040, -41
1041, 0
1042, 0
1043, -10
1044, 0
1045, 0
1046, -52
1047, -52
1048, -10
1049, 0
1050, 0
1051, 58
1052, -10
1053, 0
1054, -13
1055, -26
1056, -32
1057, 0
1058, -120
1059, -26
1060, 0
1061, -20
1062, -10
1063, -32
1064, 30
1065, 0
1066, 0
1067, -30
1068, -15
1069, 0
1070, 0
1071, -6
1072, 0
1073, 0
1074, 15
1075, -10
1076, -20
1077, -60
1078, 0
1079, -14
1080, -15
1081, -39
1082, -15
1083, -39
1084, 0
1085, -33
1086, -15
1087, -80
1088, -39
1089, 0
1090, 0
1091, -120
1092, 0
1093, -10
1094, 0
1095, -24
1096, -13
1097, -80
1098, -29
1099, -15
1100, -40
1101, -11
1102, -52
1103, 0
1104, -60
1105, -60
1106, 0
1107, 0
1108, -6
1109, 93
1110, 0
1111, -40
1112, 0
1113, 19
1114, 0
1115, -32
1116, -10
1117, -10
1118, 0
1119, 0
1120, 0
1121, -40
1122, -32
1123, 0
1124, -5
1125, 127
1126, -10
1127, -80
1128, 0
1129, -21
1130, -15
1131, -20
1132, -119
1133, 0
1134, -80
1135, 0
1136, 0
1137, -22
1138, 0
1139, 0
1140, 0
1141, -39
1142, -13
1143, -77
1144, 49
1145, 0
1146, 0
1147, 0
1148, -20
1149, 0
1150, 0
1151, 0
1152, 0
1153, 0
1154, 0
1155, -29
1156, 0
1157, 0
1158, -20
1159, -77
1160, -5
1161, 0
1162, -21
1163, -10
1164, -13
1165, 0
1166, 0
1167, 0
1168, -30
1169, 0
1170, -32
1171, 30
1172, 0
1173, -52
1174, 0
1175, 0
1176, -58
1177, -10
1178, -52
1179, -13
1180, -39
1181, -29
1182, -55
1183, 0
1184, 0
1185, -15
1186, 0
1187, -42
1188, -15
1189, -21
1190, 0
1191, 0
1192, 110
1193, 13
1194, -10
1195, 0
1196, -20
1197, -24
1198, 15
1199, 0
1200, -20
1201, -41
1202, 36
1203, -77
1204, -48
1205, 0
1206, 0
1207, 0
1208, 0
1209, -30
1210, -39
1211, 0
1212, 0
1213, 0
1214, -5
1215, 15
1216, 0
1217, 15
1218, -32
1219, -15
1220, 0
1221, -80
1222, 0
1223, 0
1224, -4
1225, 10
1226, 0
1227, -40
1228, -77
1229, 15
1230, -29
1231, -13
1232, -10
1233, -33
1234, -15
1235, -4
1236, -45
1237, -24
1238, 10
1239, 0
1240, 0
1241, -89
1242, -80
1243, 0
1244, 0
1245, -15
1246, -15
1247, 0
1248, -120
1249, -180
1250, -120
1251, 0
1252, 33
1253, -22
1254, 0
1255, -5
1256, -80
1257, -31
1258, 10
1259, -10
1260, 0
1261, -6
1262, -39
1263, -13
1264, -20
1265, 0
1266, -20
1267, -58
1268, -60
1269, -20
1270, 0
1271, 0
1272, -18
1273, -4
1274, -42
1275, -120
1276, -26
1277, 25
1278, -15
1279, -26
1280, 0
1281, 0
1282, -26
1283, -13
1284, -13
1285, -20
1286, -6
1287, -21
1288, -39
1289, -15
1290, 0
1291, -20
1292, -35
1293, 90
1294, -20
1295, 0
1296, 15
1297, 0
1298, -29
1299, -15
1300, -80
1301, -60
1302, 0
1303, 0
1304, 0
1305, 0
1306, 0
1307, -39
1308, 0
1309, -39
1310, -77
1311, -26
1312, -29
1313, 42
1314, -3
1315, -123
1316, -42
1317, -5
1318, -29
1319, -12
1320, 0
1321, 0
1322, 0
1323, -80
1324, 36
1325, -119
1326, 0
1327, -86
1328, -58
1329, 0
1330, 0
1331, 0
1332, 0
1333, -10
1334, -5
1335, 0
1336, 0
1337, -15
1338, -15
1339, 0
1340, -32
1341, -22
1342, 0
1343, 23
1344, 0
1345, -15
1346, 39
1347, -5
1348, -35
1349, 0
1350, -13
1351, -20
1352, 0
1353, -6
1354, 0
1355, -60
1356, -15
1357, -120
1358, 10
1359, -15
1360, 20
1361, 0
1362, -83
1363, 0
1364, -80
1365, 0
1366, -26
1367, 0
1368, 0
1369, 50
1370, -10
1371, -10
1372, 0
1373, 0
1374, 0
1375, -39
1376, 0
1377, -80
1378, -20
1379, 0
1380, -13
1381, -77
1382, 15
1383, -29
1384, -80
1385, -80
1386, -16
1387, -21
1388, -15
1389, -20
1390, -38
1391, 0
1392, 0
1393, -20
1394, 0
1395, 0
1396, -39
1397, 0
1398, -123
1399, -21
1400, 0
1401, -20
1402, -77
1403, 0
1404, 0
1405, -10
1406, 0
1407, 0
1408, 0
1409, 0
1410, -13
1411, -10
1412, 36
1413, -39
1414, -80
1415, -10
1416, 0
1417, 0
1418, 0
1419, -10
1420, 0
1421, 0
1422, 0
1423, 0
1424, -11
1425, -80
1426, 0
1427, 0
1428, 0
1429, 0
1430, 0
1431, -42
1432, -15
1433, -10
1434, -20
1435, 0
1436, 0
1437, -64
1438, -40
1439, 0
1440, 0
1441, 0
1442, 0
1443, 0
1444, 0
1445, -62
1446, 0
1447, 0
1448, 0
1449, -15
1450, -5
1451, -163
1452, 0
1453, 0
1454, -77
1455, 0
1456, 23
1457, -120
1458, -39
1459, 15
1460, -80
1461, 0
1462, 0
1463, 0
1464, -39
1465, -77
1466, -13
1467, -20
1468, -80
1469, -42
1470, 0
1471, 0
1472, -26
1473, -60
1474, 0
1475, -7
1476, -40
1477, -15
1478, 0
1479, 0
1480, 0
1481, -39
1482, -21
1483, 0
1484, 13
1485, -20
1486, -126
1487, -5
1488, -15
1489, -26
1490, -120
1491, 15
1492, 0
1493, 0
1494, -14
1495, -120
1496, 0
1497, -10
1498, -9
1499, -21
1500, -80
1501, -116
1502, 0
1503, 0
1504, 0
1505, 0
1506, -29
1507, 0
1508, -160
1509, -11
1510, -20
1511, -92
1512, 0
1513, -26
1514, 0
1515, -60
1516, 0
1517, -10
1518, -20
1519, 0
1520, -55
1521, -86
1522, -80
1523, 0
1524, 0
1525, 0
1526, -30
1527, -180
1528, 0
1529, 0
1530, -120
1531, 0
1532, -26
1533, -52
1534, -15
1535, 30
1536, 0
1537, -15
1538, 0
1539, -83
1540, -96
1541, -20
1542, -80
1543, -16
1544, 0
1545, 0
1546, -13
1547, 0
1548, -64
1549, 0
1550, -3
1551, -40
1552, -39
1553, 0
1554, 0
1555, -20
1556, -20
1557, -21
1558, 0
1559, -26
1560, 0
1561, -64
1562, 0
1563, 0
1564, 0
1565, -15
1566, 0
1567, 0
1568, -15
1569, -11
1570, 0
1571, 15
1572, -77
1573, 39
1574, 10
1575, -13
1576, 0
1577, 52
1578, 0
1579, -26
1580, -29
1581, 0
1582, 15
1583, 10
1584, -40
1585, -60
1586, -20
1587, 0
1588, -58
1589, -20
1590, -20
1591, 0
1592, 0
1593, -20
1594, 0
1595, -10
1596, -52
1597, -12
1598, 15
1599, 0
1600, 0
1601, 0
1602, -31
1603, -10
1604, 0
1605, 0
1606, 0
1607, -23
1608, -10
1609, -13
1610, -20
1611, -25
1612, -58
1613, -6
1614, 0
1615, 0
1616, -16
1617, -6
1618, -10
1619, -26
1620, 0
1621, 13
1622, -8
1623, -60
1624, -80
1625, -5
1626, 75
1627, -58
1628, -80
1629, -5
1630, -26
1631, 0
1632, -20

